


Epoch 0: 100%|████████████████████████████████████████████████████| 109/109 [00:07<00:00, 14.56batch/s, loss=108.6189, val_loss=25.9508]



Epoch 1: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 17.05batch/s, loss=73.3174, val_loss=23.7001]


Epoch 2: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 17.39batch/s, loss=64.9181, val_loss=22.4806]


Epoch 3: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 16.83batch/s, loss=63.8260, val_loss=26.3334]


Epoch 4: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 16.84batch/s, loss=75.3337, val_loss=27.3971]


Epoch 5: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 17.28batch/s, loss=89.0794, val_loss=23.5666]


Epoch 6: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 17.52batch/s, loss=87.4967, val_loss=22.5636]



Epoch 7: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 16.94batch/s, loss=86.0440, val_loss=23.3859]


Epoch 8: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 16.82batch/s, loss=84.4352, val_loss=25.2150]



Epoch 9: 100%|█████████████████████████████████████████████████████| 109/109 [00:06<00:00, 17.65batch/s, loss=82.9426, val_loss=21.1658]
